"en_name";"en_vote";"vote_general";"fr_name";"fr_vote";"it_name";"it_vote";"es_name";"es_vote";"de_name";"de_vote";"earliest_begin";"latest_begin";"earliest_end";"latest_end";"link_chronontology"
"Boleslaus II";;"Uok";"Boleslaw 2";;"Boleslaw 2";;"Boleslaw 2";;"Boleslaw 2";;1058;1058;1079;1079;"http://chronontology.dainst.org/period/C7sumwn0jZDu"
"Boleslaus III";;"Uok";"Boleslaus III";;"Boleslaw 3";;"Boleslaus III";;"Boleslaw 3";;1102;1102;1138;1138;"http://chronontology.dainst.org/period/hylTLbYMZ4qc"
"Bölling/Alleröd interstade";;"Uname";"Bölling/Alleröd interstade";;"Bölling / Alleröd interstade";;"Bölling / Alleröd interstade";;"Interstade Bölling / Alleröd";;-12500;-12500;-11000;-11000;"http://chronontology.dainst.org/period/Ucb20YhfX8p7"
"Bombardment";;"Xeasily-mistaken";"Bombardement";;"Bombardamento";;"Bombardeo";;"Bombardierung";;1939;1939;1945;1945;"http://chronontology.dainst.org/period/L5pOWjR4z5ol"
"Boniface IX";;"Uname";"Boniface IX";;"Bonifacio IX";;"Bonifacio IX";;"Bonifatius IX";;1389;1389;1404;1404;"http://chronontology.dainst.org/period/WlWOA5x9fUMv"
"Bonnanaro A";;"Uname";"Bonnanaro A";;"Bonnanaro A";;"Bonnanaro A";;"Bonnanaro A.";;-2199;-2199;-1899;-1899;"http://chronontology.dainst.org/period/GuWqHXn8rzk1"
"Bonnanaro B/Nuragic I";;"Uname";"Bonnanaro B / Nuragic I";;"Bonnanaro B / Nuragic I";;"Bonnanaro B / Nuragic I";;"Bonnanaro B / Nuragic I.";;-1899;-1899;-1299;-1299;"http://chronontology.dainst.org/period/T1GxUQpEvcdO"
"Boom Times 1921-1929";;"Xoverspecific";"Boom Times 1921-1929";;"Boom Times 1921-1929";;"Boom Times 1921-1929";;"Boom Times 1921-1929";;1921;1921;1929;1929;"http://chronontology.dainst.org/period/cG1nikZaQgO7"
"Boom Times";;"Uok";"Boom Times";;"Boom Times";;"Tiempos de auge";;"Boom-Zeiten";;1921;1921;1929;1929;"http://chronontology.dainst.org/period/cG1nikZaQgO7"
"Border War";;"Xeasily-mistaken";"Guerre frontalière";;"Guerra di frontiera";;"Guerra fronteriza";;"Border War";;1877;1877;1878;1878;"http://chronontology.dainst.org/period/UjxsJmsh7I1P"
"Boris Fyodorovich Godunov";;"Uname";"Boris Fyodorovich Godunov";;"Boris Fyodorovich Godunov";;"Boris Fyodorovich Godunov";;"Boris Fjodorowitsch Godunow";;1598;1598;1605;1605;"http://chronontology.dainst.org/period/UTCEMFKCTFGK"
"Boris Godunov";;"Uname";"Boris Godunov";;"Boris Godunov";;"Boris Godunov";;"Boris Godunov";;1598;1598;1605;1605;"http://chronontology.dainst.org/period/UTCEMFKCTFGK"
"Boris III";;"Uname";"Boris III";;"Boris III";"Ucorrected";"Boris III";;"Boris III";;1918;1918;1943;1943;"http://chronontology.dainst.org/period/Is2b2d3IOWB1"
"Borre Style";;"Uok";"Borre Style";;"Stile Borre";;"Borre Style";;"Borre Style";;875;875;950;950;"http://chronontology.dainst.org/period/1YEQBcRu58Da"
"Bosnian";;"Xeasily-mistaken";"Bosniaque";;"Bosnian";;"bosnio";;"bosnisch";;1550;1550;1811;1811;"http://chronontology.dainst.org/period/eWtCdMWYWClL"
"Boss Style";;"Xeasily-mistaken";"Style de boss";;"Boss Style";;"Estilo jefe";;"Boss Style";;-1000;-1000;-1;-1;"http://chronontology.dainst.org/period/5Y2wGaqihOJo"
"Bourbon Restoration";;"Uok";"Bourbon Restoration";;"Restauro borbonico";;"Restauración Borbónica";;"Bourbon Restauration";;1814;1814;1868;1868;"http://chronontology.dainst.org/period/3AlLVgcItmoW"
"Bourbons";;"Uok";"Bourbons";;"Borboni";;"Borbones";;"Bourbonen";;1700;1700;2015;2015;"http://chronontology.dainst.org/period/uoaWDmJQkJgm"
"Bouzid Revolt";;"Uok";"Bouzid Revolt";;"Bouzid Revolt";;"Revuelta de Bouzid";;"Bouzid-Aufstand";;2010;2010;2015;2015;"http://chronontology.dainst.org/period/8waFKk3weUrd"
"Boxer Rebellion";;"Uok";"Boxer Rebellion";;"Boxer Rebellion";;"Rebelion de boxeo";;"Boxer Rebellion";;1899;1899;1901;1901;"http://chronontology.dainst.org/period/AOqoS2MXeznb"
"Br D";;"Uname";"Br D";;"Br D";;"Br D";;"Br D";"Ucorrected";-1400;-1400;-1200;-1200;"http://chronontology.dainst.org/period/oHChlE4sYRWT"
"Brahmo Samaj";;"Uname";"Brahmo Samaj";;"Brahmo Samaj";;"Brahmo Samaj";;"Brahmo Samaj";;1800;1800;1999;1999;"http://chronontology.dainst.org/period/aK6Kvu6r4Gr5"
"Brigand War";;"Uok";"Brigand War";;"Brigand lo era";;"Bandolero era";;"Brigand War";;1795;1795;1797;1797;"http://chronontology.dainst.org/period/dkfTazjqgvvF"
"British 1763-1783";;"Xoverspecific";"Britannique 1763-1783";;"British 1763-1783";;"Británico 1763-1783";;"Britisch 1763-1783";;1763;1763;1783;1783;"http://chronontology.dainst.org/period/lVeXrN55aBn5"
"British intervention";;"Xunderspecific";"British intervention";;"Intervento britannico";;"Intervención británica";;"Britische Intervention";;1838;1838;1842;1842;"http://chronontology.dainst.org/period/52X5x9W74fag"
"British Intervention";;"Xunderspecific";"British Intervention";;"Intervento britannico";;"Intervención británica";;"Britische Intervention";;1838;1838;1842;1842;"http://chronontology.dainst.org/period/52X5x9W74fag"
"British Iron Age East Anglia";;"Xoverspecific";"British Iron Age East Anglia";;"British Iron Age East Anglia";;"Edad de Hierro Británica East Anglia";;"Britische Eisenzeit Ostanglien";;-49;-49;50;50;"http://chronontology.dainst.org/period/Kf4ZyOOvgsde"
"British Iron Age East Wiltshire";;"Xoverspecific";"Âge du fer britannique East Wiltshire";;"Età del ferro britannica East Wiltshire";;"Edad de Hierro Británica East Wiltshire";;"Britische Eisenzeit East Wiltshire";;-49;-49;-9;-9;"http://chronontology.dainst.org/period/FER3TFW2tWcj"
"British Iron Age Kent";;"Xoverspecific";"Âge du fer britannique Kent";;"Kent britannico dell'età del ferro";;"Kent británico de la edad del hierro";;"Britische Eisenzeit Kent";;-149;-149;50;50;"http://chronontology.dainst.org/period/5o2GnR6pBCf3"
"British occupation";;"Xunderspecific";"British occupation";;"Occupazione britannica";;"Ocupación británica";;"Britische Besetzung";;1765;1765;1947;1947;"http://chronontology.dainst.org/period/bPEJfXICI1r8"
"British rule";;"Xunderspecific";"la domination britannique";;"Dominio britannico";;"regla Britanica";;"britische Herrschaft";;1878;1878;1960;1960;"http://chronontology.dainst.org/period/AYkgUsjZpEHB"
"British War of Conquest";;"Uok";"Guerre de conquête britannique";;"Guerra di Conquista britannica";;"Guerra de conquista británica";;"British War of Conquest";;1824;1824;1826;1826;"http://chronontology.dainst.org/period/6fdBphc8aU7K"
"British";;"Xunderspecific";"Britanique";;"Britannico";;"británico";;"britisch";;1878;1878;1960;1960;"http://chronontology.dainst.org/period/VbbgvRpiglC0"
"Brittle Painted";;"Uok";"Fragile cassé";;"Fragile Dipinto";;"Frágil pintado";;"Spröde gemalt";;-6000;-6000;-5500;-5500;"http://chronontology.dainst.org/period/TGL6BzDEtYWg"
"Broad Manner";;"Xeasily-mistaken";"Manière large";;"Modo ampio";;"Modales amplios";;"Breite Art und Weise";;1400;1400;1500;1500;"http://chronontology.dainst.org/period/uLghpE7rFhBP"
"Brocade Style";;"Uok";"Brocade Style";;"Stile broccato";;"Estilo brocado";;"Brokat-Stil";;-2900;-2900;-2750;-2750;"http://chronontology.dainst.org/period/cBydZkX56Rh4"
"Bromme Culture";;"Uok";"Culture de Bromme";;"Bromme Culture";;"Cultura Bromme";;"Bromme Kultur";;-11000;-11000;-10500;-10500;"http://chronontology.dainst.org/period/g75SvdRCTfhY"
"Bronce Final I";;"Uok";"Bronze final I";;"Bronzo finale I";;"Bronce Final I";;"Letzte Bronze I.";;-1250;-1250;-1100;-1100;"http://chronontology.dainst.org/period/jvbbxAaFewme"
"Bronce Final II";;"Uok";"Bronze final II";;"Final Bronze II";;"Bronce Final II";;"Letzte Bronze II";;-1100;-1100;-940;-940;"http://chronontology.dainst.org/period/1gsFmlZvZesg"
"Bronce Final III";;"Uok";"Bronze final III";;"Final Bronze III";;"Bronce Final III";;"Letzte Bronze III";;-940;-940;-750;-750;"http://chronontology.dainst.org/period/1aZcmBJvTJsy"
"Bronze A1";;"Uok";"Bronze A1";;"Bronzo A1";;"Bronce A1";;"Bronze A1";;-2150;-2150;-2000;-2000;"http://chronontology.dainst.org/period/QEYMroxyDzD4"
"Bronze A2";;"Uok";"Bronze A2";;"Bronzo A2";;"Bronce A2";;"Bronze A2";;-2000;-2000;-1580;-1580;"http://chronontology.dainst.org/period/SKDl1cVsMCGI"
"Bronze Age Britain";;"Uok";"Bronze Age Britain";;"L'età del bronzo in Gran Bretagna";;"Edad de bronce Gran Bretaña";;"Bronze Age Britain";;-2500;-2500;-800;-800;"http://chronontology.dainst.org/period/seawoIILau8U"
"Bronze Age I";;"Uok";"Bronze Age I";;"Età del bronzo I";;"Edad de bronce I";;"Bronze Age I";;-1699;-1699;-1499;-1499;"http://chronontology.dainst.org/period/fzqFP2LPCG7Y"
"Bronze Age II";;"Uok";"Bronze Age II";;"Età del bronzo II";;"Edad de bronce II";;"Bronze Age II";;-1499;-1499;-1299;-1299;"http://chronontology.dainst.org/period/dYOT3RsDYz2o"
"Bronze Age III";;"Uok";"Bronze Age III";;"Età del bronzo III";;"Edad de bronce III";;"Bronze Age III";;-1299;-1299;-1099;-1099;"http://chronontology.dainst.org/period/cSS9dmyhEXhW"
"Bronze Age IV";;"Uok";"Bronze Age IV";;"Bronze Age IV";;"Edad de bronce IV";;"Bronze Age IV";;-1099;-1099;-899;-899;"http://chronontology.dainst.org/period/mjJJUJ6xytqK"
"Bronze Age Malta";;"Uok";"Bronze Age Malta";;"Bronze Age Malta";;"Edad de Bronce Malta";;"Bronze Age Malta";;-2500;-2500;-700;-700;"http://chronontology.dainst.org/period/ADTwvjVCzjds"
"Bronze Age Period";;"Uok";"Période de l'âge du bronze";;"Periodo dell'età del bronzo";;"Periodo de la Edad de Bronce";;"Bronzezeit";;-3100;-3100;-1051;-1051;"http://chronontology.dainst.org/period/qPQCtBCys1wx"
"Bronze Age V";;"Uok";"Bronze Age V";;"Età del bronzo V";;"Edad de bronce V";;"Bronze Age V";;-899;-899;-699;-699;"http://chronontology.dainst.org/period/luu63FKUMTjy"
"Bronze Age VI";;"Uok";"Bronze Age VI";;"Bronze Age VI";;"Edad de bronce VI";;"Bronze Age VI";;-699;-699;-499;-499;"http://chronontology.dainst.org/period/OFRMJg3mszSA"
"Bronze Age-Modern Present";"Uok";"Xbad-translation";"Bronze Age-Modern Present";;"Età moderna del bronzo presente";;"Edad de Bronce-Presente Moderno";;"Bronze Age-Modern Present";;-2499;-2499;2008;2008;"http://chronontology.dainst.org/period/MkddclRZAVqt"
"Bronze age";;"Uok";"Bronze age";;"Età del bronzo";;"Edad de Bronce";;"Bronze age";;-3200;-3200;-1051;-1051;"http://chronontology.dainst.org/period/XQsnzk2z81V2"
"Bronze Age";;"Uok";"Bronze Age";;"Età del bronzo";;"Edad de Bronce";;"Bronze Age";;-3500;-3500;-1051;-1051;"http://chronontology.dainst.org/period/pW124QkufmlP"
"Bronze B";;"Uok";"Bronze B";;"Bronze B";;"Bronce B";;"Bronze B";;-1580;-1580;-1480;-1480;"http://chronontology.dainst.org/period/Lgrgnvdt22fr"
"Bronze C1";;"Uok";"Bronze C1";;"Bronzo C1";;"Bronce C1";;"Bronze C1";;-1480;-1480;-1420;-1420;"http://chronontology.dainst.org/period/Zx6ZgwMUAFGd"
"Bronze C2";;"Uok";"Bronze C2";;"Bronzo C2";;"Bronce C2";;"Bronze C2";;-1420;-1420;-1320;-1320;"http://chronontology.dainst.org/period/GbdmEOr8p8vH"
"Bronze D";;"Uok";"Bronze D";;"Bronze D";;"Bronce D";;"Bronze D.";;-1320;-1320;-1200;-1200;"http://chronontology.dainst.org/period/wjLbb9GhNrFR"
"Bronze final I-II";;"Uok";"Bronze final I-II";;"Bronzo finale I-II";;"Bronce final I-II";;"Bronze final I-II";;-1400;-1400;-1200;-1200;"http://chronontology.dainst.org/period/RJpl2vfZxLfk"
"Bronze final III";;"Uok";"Bronze final III";;"Bronzo finale III";;"Final de bronce III";;"Bronze final III";;-1300;-1300;-800;-700;"http://chronontology.dainst.org/period/iBkrAARK7qmi"
"Bronze";;"Uok";"Bronze";;"Bronzo";;"Bronce";;"Bronze";;-3299;-3299;-1199;-1199;"http://chronontology.dainst.org/period/lkueNYr1cX4C"
"Bucchero";;"Uok";"Bucchero";;"bucchero";;"Bucchero";;"Bucchero";;-700;-700;-475;-475;"http://chronontology.dainst.org/period/6lpGIyBIQ5RX"
"Buen Retiro";;"Ucorrected";"Buen Retiro";;"Buen Retiro";;"Buen Retiro";;"Buen Retiro";;1759;1759;1808;1808;"http://chronontology.dainst.org/period/iAbjn7547cs9"
"Buff";;"Xeasily-mistaken";"Chamois";;"In forma";;"Fuerte";;"Polieren";;-6000;-6000;-4000;-4000;"http://chronontology.dainst.org/period/AaexXDj3Ipip"
"Bulavin Uprising";;"Uok";"Soulèvement de Bulavin";;"Rivolta di Bulavin";;"Levantamiento de Bulavin";;"Bulavin Aufstand";;1707;1707;1709;1709;"http://chronontology.dainst.org/period/o5RfMce2wPhF"
"Bulgarian occupation";;"Uok";"Bulgarian occupation";;"Occupazione bulgara";;"Ocupación búlgara";;"Bulgarische Besetzung";;1941;1941;1944;1944;"http://chronontology.dainst.org/period/BDtgWa1MmBV3"
"Bun'ei Era";;"Uok";"Bun'ei Era";;"Era Bun'ei";;"Era Bun'ei";;"Bun'ei-Ära";;1264;1264;1275;1275;"http://chronontology.dainst.org/period/uIIfddD9S1da"
"Bun'o Era";;"Uok";"Bun'o Era";;"Bun'o Era";;"Era Bun'o";;"Bun'o-Ära";;1260;1260;1261;1261;"http://chronontology.dainst.org/period/XbRaRp0pYpew"
"Bunchu Era";;"Uok";"Bunchu Era";;"Era di Bunchu";;"Era Bunchu";;"Bunchu-Ära";;1372;1372;1375;1375;"http://chronontology.dainst.org/period/507yA2dQ3ybS"
"Bundi";;"Uok";"Bundi";;"Bundi";;"Bundi";;"Bundi";;1600;1600;1899;1899;"http://chronontology.dainst.org/period/b3MCyNDDY3Lv"
"Bundschuh Insurrections";;"Uok";"Bundschuh Insurrections";;"Bundschuh Insurrections";;"Insurrecciones de Bundschuh";;"Bundschuh Aufstände";;1493;1493;1517;1517;"http://chronontology.dainst.org/period/3ksIiTFR6gx9"
"Bunji Era";;"Uok";"L'époque Bun";;"Bunji Era";;"Era del bollo";;"Brötchen-Ära";"Xbad-translation";1185;1185;1190;1190;"http://chronontology.dainst.org/period/7SfB8UFu9VlP"
"Bunka Era";;"Uok";"Bunka branchies";;"Bunka Era";;"Bunka Era";;"Bunka Kiemen";"Xbad-translation";1804;1804;1818;1818;"http://chronontology.dainst.org/period/d3Wtng7fZiuY"
"Bunki Era";;"Uok";"Bunkera";"Xbad-translation";"Bunki Era";;"Bunki Era";;"Bunkera";"Xbad-translation";1501;1501;1504;1504;"http://chronontology.dainst.org/period/XBba48N3KLPz"
"Bunkyu Era";;"Uok";"Bunkyu Era";;"Bunkyu Era";;"Era Bunkyu";;"Bunkyu-Ära";;1861;1861;1864;1864;"http://chronontology.dainst.org/period/Kwmk6Sgxj3qD"
"Bunmei Era";;"Uok";"Bummei Era";;"Era Bummei";;"Era Bummei";;"Bummei-Ära";;1469;1469;1487;1487;"http://chronontology.dainst.org/period/3rGU8YaHtcef"
"Bunnan Era";;"Uok";"Bunnan Era";;"Era Bunnan";;"Era Bunnan";"Ucorrected";"Bunnan-Ära";;1444;1444;1449;1449;"http://chronontology.dainst.org/period/6qnrcwU6XNuh"
"Bunpo Era";;"Uok";"Bumpo Era";;"Era Bumpo";;"Era Bumpo";;"Bumpo-Ära";;1317;1317;1319;1319;"http://chronontology.dainst.org/period/KALPFdKLKWOi"
"Bunroku Era";;"Ucorrected";"Bunroku Era";;"Bunroku Era";;"Bunroku Era";;"Bunroku Era";;1592;1592;1596;1596;"http://chronontology.dainst.org/period/yLMwBI4MsYQQ"
"Bunryaku Era";;"Uok";"Bunraku Era";;"Bunryaku Era";;"Bunryaku Era";;"Bunraku-Ära";;1234;1234;1235;1235;"http://chronontology.dainst.org/period/KDOy0xnHzLlm"
"Bunsei Era";;"Uok";"Bunsei Era";;"Era Bunsei";;"Era Bunsei";;"Bunsei-Ära";;1818;1818;1830;1830;"http://chronontology.dainst.org/period/u7tq1b0hxcud"
"Bunsho Era";;"Uok";"Bunsho Era";;"Bunsho Era";;"Era Bunsho";;"Bunsho-Ära";;1466;1466;1467;1467;"http://chronontology.dainst.org/period/sm9YehcdDxqH"
"Burdigalian";;"Uok";"Burdigalian";;"Burdigaliano";;"Burdigalian";;"Burdigalian";;-20440000;-20440000;-15970000;-15970000;"http://chronontology.dainst.org/period/wuNrLg7ZJ4Kq"
"Burid dynasty";;"Uok";"Dynastie Burid";;"Dinastia Burid";;"Dinastía Burid";;"Burid Dynastie";;1104;1104;1154;1154;"http://chronontology.dainst.org/period/WOLEncGmny3N"
"Burr Conspiracy";"Uok";"Xbad-translation";"Complot de bavure";;"Burr Conspiracy";;"Conspiración de rebabas";;"Gratverschwörung";;1805;1805;1807;1807;"http://chronontology.dainst.org/period/CaOzOWJY5JYs"
"Bus Mordeh";;"Uname";"Bus Mordeh";;"Bus Mordeh";;"Bus Mordeh";;"Bus Mordeh";;-7500;-7500;-6750;-6750;"http://chronontology.dainst.org/period/0wOeJbfQh8qv"
"Buto I";;"Uname";"Buto I";;"Buto I";;"Buto I";;"Buto I";"Ucorrected";-3999;-3999;-3399;-3399;"http://chronontology.dainst.org/period/TCpUumSRFCNq"
"Buto II";;"Uname";"Buto II";;"Buto II";;"Buto II";;"Buto II";;-3399;-3399;-3299;-3299;"http://chronontology.dainst.org/period/4GEEOeqBOBCs"
"Buto III";;"Uname";"Buto III";;"Bone III";;"Buto III";;"Buto III";"Ucorrected";-3299;-3299;-3149;-3149;"http://chronontology.dainst.org/period/mPKSXlI8pbZ5"
"Buto IV";;"Uname";"Buto IV";;"Buto IV";;"Buto IV";"Ucorrected";"Buto Iv";"Ucorrected";-3149;-3149;-2949;-2949;"http://chronontology.dainst.org/period/rZXyxJ5vLUXu"
"Buto V";;"Uname";"Buto V";;"Buto V";;"Buto V";;"Buto V.";;-2949;-2949;-2799;-2799;"http://chronontology.dainst.org/period/OngKOjkwXD8t"
"BYZ";;"Uok";"BYZ";;"Byz";;"BYZ";;"BYZ";;400;400;1199;1199;"http://chronontology.dainst.org/period/QqJNc68LUTYn"
"Byzantine Empire";;"Uok";"Byzantine Empire";;"impero bizantino";;"imperio Bizantino";;"Byzantinisches Reich";;330;330;1453;1453;"http://chronontology.dainst.org/period/4wFHcT5PThz2"
"Byzantine Invasion";;"Uok";"Invasion byzantine";;"Invasione bizantina";;"Invasión Bizantina";;"Byzantinische Invasion";;535;535;555;555;"http://chronontology.dainst.org/period/OUSLjXSwINjX"
"Byzantine Period";;"Uok";"Période byzantine";;"Periodo bizantino";;"Periodo Bizantino";;"Byzantinische Zeit";;324;324;1453;1453;"http://chronontology.dainst.org/period/iFDq9aSGhi9Z"
"Byzantine Revival";;"Uok";"Renaissance byzantine";;"Rinascimento bizantino";;"Renacimiento Bizantino";;"Byzantinische Renaissence";"Ucorrected";1850;1850;1925;1925;"http://chronontology.dainst.org/period/6vU3lU0htkFK"
"Byzantine";;"Uok";"byzantin";;"bizantino";;"bizantino";;"Byzantinisch";;324;324;1453;1453;"http://chronontology.dainst.org/period/iFDq9aSGhi9Z"
"Bz A1";;"Uname";"Bz A1";;"Bz A1";;"Bz A1";;"Bz A1";;-2150;-2150;-2000;-2000;"http://chronontology.dainst.org/period/QEYMroxyDzD4"
"Bz A2";;"Uname";"Bz A2";;"Bz A2";;"Bz A2";;"Bz A2";;-2000;-2000;-1580;-1580;"http://chronontology.dainst.org/period/SKDl1cVsMCGI"
"Bz B";;"Uname";"Bz B";;"Bz B";;"Bz B";;"Bz B.";;-1580;-1580;-1480;-1480;"http://chronontology.dainst.org/period/Lgrgnvdt22fr"
"Bz C1";;"Uname";"Bz C1";;"Bz C1";;"Bz C1";;"Bz C1";;-1480;-1480;-1420;-1420;"http://chronontology.dainst.org/period/Zx6ZgwMUAFGd"
"Bz C2";;"Uname";"Bz C2";;"Bz C2";;"Bz C2";;"Bz C2";;-1420;-1420;-1320;-1320;"http://chronontology.dainst.org/period/GbdmEOr8p8vH"
"Bz D";;"Uname";"Bz D";;"Bz D";;"Bz D";;"Bz D.";;-1320;-1320;-1200;-1200;"http://chronontology.dainst.org/period/wjLbb9GhNrFR"
"ca. 1930s-1940s";;"Xnot-a-temponym";"cette.Années 1930-1940";;"quello.1930-1940";;"ese.1930s-1940s";;"Das.1930er-1940er Jahre";;1930;1930;1950;1950;"http://chronontology.dainst.org/period/PjbmYwlMe53m"
"Cabanagem";"Uok";"Xbad-translation";"cabane";;"Capanna";;"Choza";;"Hütte";;1835;1835;1840;1840;"http://chronontology.dainst.org/period/NFTMgD7N7LiZ"
"Cabiran";;"Xbad-translation";"Des mesures";;"misure";;"Mediciones";;"Messungen";;-425;-425;-300;-300;"http://chronontology.dainst.org/period/NiM4kklevnLw"
"Caborn-Welborn";;"Uname";"Caborn-Welborn";;"Caborn-Welborn";;"Caborn-Welborn";;"Caborn-Welborn";;1000;1000;1700;1700;"http://chronontology.dainst.org/period/BYeAWZwkLo7R"
"Cades Pond 300 B.C.-A.D. 800";;"Xoverspecific";"Étang Cades 300 BC-AD 800";;"Stagno di Cades 300 a.C.-800 d.C.";;"Cades Pond 300 BC-AD 800";;"Cades Pond 300 v. Chr. - 800 n. Chr";;-300;-300;800;800;"http://chronontology.dainst.org/period/aB6jBLdYfuUF"
"Cades Pond";"Uok";"Ucorrected";"Cades Pond";;"Cades Pond";;"Cades Pond";;"Cades Pond";"Uok";-300;-300;800;800;"http://chronontology.dainst.org/period/aB6jBLdYfuUF"
"Caeretan";;"Uok";"Caeretan";;"Caretan";"Ucorrected";"Caeretan";;"Caeretan";;-530;-530;-500;-500;"http://chronontology.dainst.org/period/tlqAL6Tva8c8"
"Caesarian";;"Uok";"Césarienne";;"cesareo";;"Cesárea";;"Caesarianisch";"Ucorrected";-49;-49;-44;-44;"http://chronontology.dainst.org/period/BxBiM0H6uzRA"
"Cahokia";;"Uname";"Cahokia";;"Cahokia";;"Cahokia";;"Cahokia";;1050;1050;1200;1200;"http://chronontology.dainst.org/period/lcehC8sxLKgK"
"Calabrian";;"Uok";"Calabrais";;"calabrese";;"Calabrés";;"Kalabrien";;-1806000;-1806000;-781000;-781000;"http://chronontology.dainst.org/period/BK4TjCxqSeAW"
"California Modernism";;"Uok";"Modernisme californien";;"Modernismo californiano";;"Modernismo de California";;"Kalifornische Moderne";;1930;1930;1969;1969;"http://chronontology.dainst.org/period/ajjctifJs1OY"
"Caligula";;"Uname";"Caligula";;"Caligola";;"Calígula";;"Caligula";;37;37;41;41;"http://chronontology.dainst.org/period/kAdDh4aFhuP5"
"Calima";;"Uname";"Calima";;"Calima";;"Calima";;"Calima";;-1499;-1499;1600;1600;"http://chronontology.dainst.org/period/0zLBJYJzvaa9"
"Caliphate of Córdoba";;"Uok";"Califat de Cordoue";;"Califfato di Cordova";;"Califato de Córdoba";;"Kalifat von Córdoba";;929;929;1031;1031;"http://chronontology.dainst.org/period/Q64z3L7yLtBa"
"Caliphate-Umayyad Middle East";;"Uok";"Califat-Omeyyade Moyen-Orient";;"Medio Oriente califfato-omayyade";;"Califato-Omeya Oriente Medio";;"Kalifat-Umayyaden Naher Osten";;632;632;750;750;"http://chronontology.dainst.org/period/Wv7GTIicxmMb"
"Caliphate-Umayyad";;"Uok";"Califat-Omeyyade";;"Califfato-omayyade";;"Califato-Omeya";;"Kalifat-Umayyad";;632;632;750;750;"http://chronontology.dainst.org/period/Wv7GTIicxmMb"
"Callovian";;"Uname";"Callovian";;"Calloviano";;"Calloviano";;"Callovian";;-166100000;-166100000;-163500000;-163500000;"http://chronontology.dainst.org/period/FtX9nSSiGtip"
"Caloosahatchee 500 B.C.-1700 A.D.";;"Xoverspecific";"Caloosahatchee 500 B.C.-1700 A.D.";;"Caloosahatchee 500 a.C.-1700 d.C.";;"Caloosahatchee 500 BC-1700 AD";;"Caloosahatchee 500 v. Chr. - 1700 n. Chr";;-500;-500;1700;1700;"http://chronontology.dainst.org/period/xRhKtFwTvIQB"
"Caloosahatchee I";;"Uname";"Caloosahatchee I";;"Caloosahatchee I";;"Caloosahatchee I";;"Caloosahatchee I.";;-500;-500;500;500;"http://chronontology.dainst.org/period/Yi32Kx0YOeUH"
